poi_type,aspect,mentions,avg_sentiment,positive,negative,neutral
"bus_station,transit_station",mrt,5,0.07,2,1,2
"bus_station,transit_station",lta,5,0.05,1,0,4
"restaurant,cafe,bar,food",’ s,9,0.23,9,0,0
"restaurant,cafe,bar,food",burpple,6,0.17,6,0,0
"restaurant,cafe,bar,food",farms,3,0.31,2,0,1
"restaurant,cafe,bar,food",trifecta,3,0.21,3,0,0
"restaurant,cafe,bar,food",truffle fries,3,0.14,2,0,1
"restaurant,cafe,bar,food",don ’ t,3,0.21,3,0,0
"restaurant,cafe,bar,food",happy hour,3,0.39,2,0,1
"restaurant,cafe,bar,food",live music,3,0.41,3,0,0
"restaurant,cafe,bar,food",ideal spot,3,0.37,3,0,0
"restaurant,cafe,bar,food",little farms,3,0.37,3,0,0
"gas_station,convenience_store,meal_delivery,restaurant,food,store",honestly,1,0.38,1,0,0
"gas_station,convenience_store,meal_delivery,restaurant,food,store",shell,1,0.38,1,0,0
"gas_station,convenience_store,meal_delivery,restaurant,food,store",petrol kiosk,1,0.38,1,0,0
"gas_station,convenience_store,meal_delivery,restaurant,food,store",hard-to-find petrol kiosk,1,0.38,1,0,0
"gas_station,convenience_store,meal_delivery,restaurant,food,store",tiong bahru,1,0.38,1,0,0
"gas_station,convenience_store,meal_delivery,restaurant,food,store",logo whilst,1,0.38,1,0,0
"gas_station,convenience_store,meal_delivery,restaurant,food,store",'d need,1,0.38,1,0,0
"gas_station,convenience_store,meal_delivery,restaurant,food,store",forget,1,0.17,1,0,0
"gas_station,convenience_store,meal_delivery,restaurant,food,store",fuel stations,1,0.17,1,0,0
"gas_station,convenience_store,meal_delivery,restaurant,food,store",pumping,1,0.17,1,0,0
"bank,finance",thank,59,0.29,51,2,6
"bank,finance",customer service,47,0.03,9,9,29
"bank,finance",’ s,46,0.07,16,6,24
"bank,finance",uob,42,0.16,25,12,5
"bank,finance",ocbc,30,0.06,9,3,18
"bank,finance",was,25,0.11,13,3,9
"bank,finance",queue number,21,0.01,8,6,7
"bank,finance",credit card,21,0.03,4,4,13
"bank,finance",dbs,19,0.16,11,0,8
"bank,finance",citibank,18,-0.07,2,12,4
"pharmacy,health,store",thank,19,0.29,14,0,5
"pharmacy,health,store",staff,15,0.01,2,1,12
"pharmacy,health,store",’ s,15,0.07,6,3,6
"pharmacy,health,store",singapore,10,0.2,6,1,3
"pharmacy,health,store",guardian,9,-0.04,3,3,3
"pharmacy,health,store",don ’ t,9,-0.04,2,2,5
"pharmacy,health,store",’ m,7,0.01,2,3,2
"pharmacy,health,store",was,7,0.07,2,1,4
"pharmacy,health,store",pharmacist,6,0.33,5,0,1
"pharmacy,health,store",’ t,6,-0.11,2,3,1
"cafe,meal_takeaway,bakery,restaurant,food,store",afiq,2,0.08,0,0,2
"cafe,meal_takeaway,bakery,restaurant,food,store",tiong bahru bakery,1,0.11,1,0,0
"cafe,meal_takeaway,bakery,restaurant,food,store",orchard mrt,1,0.11,1,0,0
"cafe,meal_takeaway,bakery,restaurant,food,store",ngee ann,1,0.11,1,0,0
"cafe,meal_takeaway,bakery,restaurant,food,store",convenient option,1,0.11,1,0,0
"cafe,meal_takeaway,bakery,restaurant,food,store",grabbed,1,0.11,1,0,0
"cafe,meal_takeaway,bakery,restaurant,food,store",salted egg brioche,1,0.11,1,0,0
"cafe,meal_takeaway,bakery,restaurant,food,store",kale caesar salad,1,0.11,1,0,0
"cafe,meal_takeaway,bakery,restaurant,food,store",nice cafe addition,1,0.31,1,0,0
"cafe,meal_takeaway,bakery,restaurant,food,store",wisma,1,0.31,1,0,0
"supermarket,storage,grocery_or_supermarket,food,store",cold storage,2,0.11,1,0,1
"supermarket,storage,grocery_or_supermarket,food,store",cs,2,0.11,1,0,1
"supermarket,storage,grocery_or_supermarket,food,store",fresh outlet,1,0.17,1,0,0
"supermarket,storage,grocery_or_supermarket,food,store",located,1,0.17,1,0,0
"supermarket,storage,grocery_or_supermarket,food,store",b2,1,0.17,1,0,0
"supermarket,storage,grocery_or_supermarket,food,store",plaza singapura,1,0.17,1,0,0
"supermarket,storage,grocery_or_supermarket,food,store",fresh food items,1,0.17,1,0,0
"supermarket,storage,grocery_or_supermarket,food,store",usual fresh groceries,1,0.17,1,0,0
"supermarket,storage,grocery_or_supermarket,food,store",really,1,0.17,1,0,0
"supermarket,storage,grocery_or_supermarket,food,store",extensive cheese section,1,0.17,1,0,0
"hospital,doctor,health",thank,81,0.32,77,0,4
"hospital,doctor,health",’ s,60,0.22,47,4,9
"hospital,doctor,health",highly,57,0.3,56,0,1
"hospital,doctor,health",clinic,38,0.16,32,2,4
"hospital,doctor,health",’ m,35,0.22,26,4,5
"hospital,doctor,health",dr,35,0.21,23,1,11
"hospital,doctor,health",’ ve,30,0.22,20,2,8
"hospital,doctor,health",tan,27,0.33,27,0,0
"hospital,doctor,health",overall,23,0.26,20,0,3
"hospital,doctor,health",thanks,22,0.31,21,0,1
"shopping_mall,store",kelvin,4,0.14,4,0,0
"shopping_mall,store",claypot rice,4,0.14,4,0,0
"shopping_mall,store",claypot,3,0.14,3,0,0
"shopping_mall,store",sanrio,3,0.39,3,0,0
"shopping_mall,store",please,2,0.08,1,0,1
"shopping_mall,store",thank,2,0.34,2,0,0
"shopping_mall,store",takashimaya,2,0.16,1,0,1
"shopping_mall,store",customer service,2,-0.16,0,1,1
"shopping_mall,store",mbs,1,0.19,1,0,0
"shopping_mall,store",physical membership card,1,0.19,1,0,0
"bakery,meal_takeaway,restaurant,store,food",ordered,3,0.37,2,0,1
"bakery,meal_takeaway,restaurant,store,food",hui yu,2,0.25,2,0,0
"bakery,meal_takeaway,restaurant,store,food",rafidah,2,0.43,2,0,0
"bakery,meal_takeaway,restaurant,store,food",nice alternative,1,0.27,1,0,0
"bakery,meal_takeaway,restaurant,store,food",usual cakes,1,0.27,1,0,0
"bakery,meal_takeaway,restaurant,store,food",whether,1,0.27,1,0,0
"bakery,meal_takeaway,restaurant,store,food",cheesecake layer,1,0.27,1,0,0
"bakery,meal_takeaway,restaurant,store,food",grab,1,0.39,1,0,0
"bakery,meal_takeaway,restaurant,store,food",barbecue spring chicken,1,0.39,1,0,0
"bakery,meal_takeaway,restaurant,store,food",super spicy,1,0.39,1,0,0
hair_care,’ s,10,0.25,7,0,3
hair_care,highly,10,0.32,9,0,1
hair_care,thank,9,0.33,8,0,1
hair_care,irene,7,0.33,7,0,0
hair_care,will,6,0.26,6,0,0
hair_care,don ’ t,6,0.06,2,1,3
hair_care,good service,5,0.31,4,0,1
hair_care,joanne,5,0.4,5,0,0
hair_care,grey,5,0.26,5,0,0
hair_care,bukit merah,4,0.31,4,0,0
"cafe,restaurant,food,store",’ s,78,0.22,61,7,10
"cafe,restaurant,food,store",overall,28,0.14,15,0,13
"cafe,restaurant,food,store",singapore,23,0.27,19,0,4
"cafe,restaurant,food,store",will,21,0.25,16,0,5
"cafe,restaurant,food,store",’ re,20,0.25,15,0,5
"cafe,restaurant,food,store",’ t,17,0.11,10,3,4
"cafe,restaurant,food,store",ordered,16,0.12,9,3,4
"cafe,restaurant,food,store",highly,15,0.33,14,0,1
"cafe,restaurant,food,store",coffee,14,0.17,7,1,6
"cafe,restaurant,food,store",nice,14,0.32,14,0,0
"bakery,cafe,bar,store,restaurant,food",poutine,2,0.29,2,0,0
"bakery,cafe,bar,store,restaurant,food",’ s,2,0.19,2,0,0
"bakery,cafe,bar,store,restaurant,food",nassim,1,0.24,1,0,0
"bakery,cafe,bar,store,restaurant,food",bakery bistro,1,0.24,1,0,0
"bakery,cafe,bar,store,restaurant,food",orchard,1,0.24,1,0,0
"bakery,cafe,bar,store,restaurant,food",tanglin,1,0.24,1,0,0
"bakery,cafe,bar,store,restaurant,food",post office building,1,0.24,1,0,0
"bakery,cafe,bar,store,restaurant,food",strong reputation,1,0.24,1,0,0
"bakery,cafe,bar,store,restaurant,food",artisanal bakes,1,0.24,1,0,0
"bakery,cafe,bar,store,restaurant,food",hearty comfort food,1,0.24,1,0,0
"meal_takeaway,meal_delivery,restaurant,food",bee hoon,3,0.22,3,0,0
"meal_takeaway,meal_delivery,restaurant,food",kevin,3,0.26,3,0,0
"meal_takeaway,meal_delivery,restaurant,food",amazing,2,0.4,2,0,0
"meal_takeaway,meal_delivery,restaurant,food",didn ’ t,2,0.32,2,0,0
"meal_takeaway,meal_delivery,restaurant,food",thai,2,0.27,2,0,0
"meal_takeaway,meal_delivery,restaurant,food",singapore,2,0.31,2,0,0
"meal_takeaway,meal_delivery,restaurant,food",ordered,2,0.18,1,0,1
"meal_takeaway,meal_delivery,restaurant,food",lezzet,2,0.42,2,0,0
"meal_takeaway,meal_delivery,restaurant,food",generous portion,2,0.45,2,0,0
"meal_takeaway,meal_delivery,restaurant,food",’ t,2,0.42,2,0,0
"restaurant,meal_delivery,food",yakiniku don,3,0.12,3,0,0
"restaurant,meal_delivery,food",spring onions,3,0.12,3,0,0
"restaurant,meal_delivery,food",hakata,2,0.26,2,0,0
"restaurant,meal_delivery,food",’ s,2,0.29,2,0,0
"restaurant,meal_delivery,food",chinese food,2,0.12,2,0,0
"restaurant,meal_delivery,food",chinese beef,2,0.12,2,0,0
"restaurant,meal_delivery,food",beef rendang,2,0.35,2,0,0
"restaurant,meal_delivery,food",couldn ’ t,2,-0.02,0,0,2
"restaurant,meal_delivery,food",store supervisor,2,-0.02,0,0,2
"restaurant,meal_delivery,food",japanese restaurant @,1,0.29,1,0,0
"bakery,food,store",bought,6,0.31,4,0,2
"bakery,food,store",’ s,6,0.24,4,0,2
"bakery,food,store",chocolate cake,6,0.11,5,1,0
"bakery,food,store",bread,5,0.05,1,0,4
"bakery,food,store",highly,5,0.09,4,1,0
"bakery,food,store",kaya,4,0.1,2,1,1
"bakery,food,store",ordered,4,0.05,2,2,0
"bakery,food,store",chocolate,4,0.28,4,0,0
"bakery,food,store",will,4,0.27,3,0,1
"bakery,food,store",’ t,4,0.13,2,0,2
"restaurant,bar,food",’ s,45,0.32,40,0,5
"restaurant,bar,food",highly,18,0.36,18,0,0
"restaurant,bar,food",overall,17,0.26,14,0,3
"restaurant,bar,food",didn ’ t,12,0.23,10,0,2
"restaurant,bar,food",will,10,0.32,10,0,0
"restaurant,bar,food",came,8,0.27,8,0,0
"restaurant,bar,food",craft beers,8,0.27,8,0,0
"restaurant,bar,food",fish,8,0.27,5,0,3
"restaurant,bar,food",singapore,8,0.41,8,0,0
"restaurant,bar,food",definitely,7,0.3,6,0,1
"place_of_worship,health",bible,2,0.43,2,0,0
"place_of_worship,health",highly,2,0.49,2,0,0
"place_of_worship,health",raymond,2,0.53,2,0,0
"place_of_worship,health",’ s,1,0.43,1,0,0
"place_of_worship,health",couldn ’ t,1,0.43,1,0,0
"place_of_worship,health",beautiful leather texture,1,0.43,1,0,0
"place_of_worship,health",great care,1,0.43,1,0,0
"place_of_worship,health",fresh new look,1,0.43,1,0,0
"place_of_worship,health",thank god,1,0.56,1,0,0
"place_of_worship,health",pages,1,0.56,1,0,0
"cafe,bakery,food,store",’ s,38,0.23,29,2,7
"cafe,bakery,food,store",coffee,8,0.22,6,1,1
"cafe,bakery,food,store",singapore,7,0.24,7,0,0
"cafe,bakery,food,store",overall,7,0.23,5,0,2
"cafe,bakery,food,store",highly,7,0.4,7,0,0
"cafe,bakery,food,store",nice,6,0.29,6,0,0
"cafe,bakery,food,store",orchard,6,0.29,6,0,0
"cafe,bakery,food,store",ice cream,5,0.28,4,0,1
"cafe,bakery,food,store",tried,5,0.21,4,0,1
"cafe,bakery,food,store",didn ’ t,5,0.18,4,0,1
"meal_takeaway,cafe,restaurant,food",herbal,4,0.06,3,1,0
"meal_takeaway,cafe,restaurant,food",fish soup,3,0.1,2,0,1
"meal_takeaway,cafe,restaurant,food",overall,3,0.12,3,0,0
"meal_takeaway,cafe,restaurant,food",light herbal taste,2,0.08,1,0,1
"meal_takeaway,cafe,restaurant,food",coffee,2,0.11,1,0,1
"meal_takeaway,cafe,restaurant,food",price,2,0.6,2,0,0
"meal_takeaway,cafe,restaurant,food",visited,1,0.13,1,0,0
"meal_takeaway,cafe,restaurant,food",youtube,1,0.13,1,0,0
"meal_takeaway,cafe,restaurant,food",wasn ’ t,1,0.13,1,0,0
"meal_takeaway,cafe,restaurant,food",fish slices,1,0.13,1,0,0
"cafe,bar,restaurant,food,store",’ s,9,0.12,7,0,2
"cafe,bar,restaurant,food,store",coffee shop,5,0.05,2,1,2
"cafe,bar,restaurant,food,store",’ re,5,0.14,3,0,2
"cafe,bar,restaurant,food,store",overall,4,0.14,3,0,1
"cafe,bar,restaurant,food,store",’ t,4,0.15,2,0,2
"cafe,bar,restaurant,food,store",highly,4,0.26,3,1,0
"cafe,bar,restaurant,food,store",singapore,4,0.27,4,0,0
"cafe,bar,restaurant,food,store",updated,4,-0.1,0,0,4
"cafe,bar,restaurant,food,store",mixed rice,4,-0.1,0,0,4
"cafe,bar,restaurant,food,store",hainanese,3,0.09,2,0,1
food,’ s,28,0.14,19,4,5
food,will,13,0.33,11,0,2
food,matthew,13,0.3,13,0,0
food,food court,11,0.15,8,1,2
food,highly,11,0.35,10,0,1
food,ordered,11,0.06,4,2,5
food,korean,9,0.15,6,0,3
food,thank,9,0.36,7,0,2
food,definitely,6,0.34,6,0,0
food,’ m,6,0.25,5,1,0
"grocery_or_supermarket,supermarket,food,store",’ s,3,0.11,1,0,2
"grocery_or_supermarket,supermarket,food,store",’ t,3,0.03,1,1,1
"grocery_or_supermarket,supermarket,food,store",wide variety,2,0.09,1,0,1
"grocery_or_supermarket,supermarket,food,store",nice,2,0.23,2,0,0
"grocery_or_supermarket,supermarket,food,store",small store,1,0.01,0,0,1
"grocery_or_supermarket,supermarket,food,store",have,1,0.01,0,0,1
"grocery_or_supermarket,supermarket,food,store",stall whenever,1,0.01,0,0,1
"grocery_or_supermarket,supermarket,food,store",surprising,1,0.35,1,0,0
"grocery_or_supermarket,supermarket,food,store",bencoolen,1,0.35,1,0,0
"grocery_or_supermarket,supermarket,food,store",diverse range,1,0.35,1,0,0
"cafe,bakery,store,food",staff,7,0.4,7,0,0
"cafe,bakery,store,food",nice,5,0.4,5,0,0
"cafe,bakery,store,food",overall,5,0.2,3,0,2
"cafe,bakery,store,food",definitely,5,0.26,5,0,0
"cafe,bakery,store,food",ordered,5,0.35,5,0,0
"cafe,bakery,store,food",coffee,4,0.25,3,0,1
"cafe,bakery,store,food",’ t,4,0.15,2,0,2
"cafe,bakery,store,food",’ s,4,0.11,2,1,1
"cafe,bakery,store,food",will,4,0.32,4,0,0
"cafe,bakery,store,food",ice cream,4,0.22,4,0,0
"book_store,store",marvin,4,0.12,4,0,0
"book_store,store",thank,3,0.36,3,0,0
"book_store,store",sl publishers,3,0.28,3,0,0
"book_store,store",changi,2,0.24,2,0,0
"book_store,store",terminal,2,0.24,2,0,0
"book_store,store",competitive prices,2,0.24,2,0,0
"book_store,store",wh smith travel,2,0.24,2,0,0
"book_store,store",great place,2,0.47,2,0,0
"book_store,store",nice,2,0.41,2,0,0
"book_store,store",huge,2,0.55,2,0,0
"hindu_temple,place_of_worship",singapore,13,0.31,12,0,1
"hindu_temple,place_of_worship",hindu,6,0.26,6,0,0
"hindu_temple,place_of_worship",’ s,5,0.29,4,0,1
"hindu_temple,place_of_worship",muneeswaran,4,0.11,4,0,0
"hindu_temple,place_of_worship",ganesha,4,0.48,4,0,0
"hindu_temple,place_of_worship",murugan,3,0.26,3,0,0
"hindu_temple,place_of_worship",thaipusam,3,0.17,3,0,0
"hindu_temple,place_of_worship",sunscreen,3,0.41,3,0,0
"hindu_temple,place_of_worship",thank,3,0.21,2,0,1
"hindu_temple,place_of_worship",god,3,0.37,3,0,0
"shopping_mall,clothing_store,store",recoil,13,0.26,13,0,0
"shopping_mall,clothing_store,store",’ s,8,0.31,8,0,0
"shopping_mall,clothing_store,store",’ re,8,0.26,8,0,0
"shopping_mall,clothing_store,store",chinese new year,7,0.26,7,0,0
"shopping_mall,clothing_store,store",t-shirts,6,0.26,6,0,0
"shopping_mall,clothing_store,store",donkey,4,0.27,4,0,0
"shopping_mall,clothing_store,store",reasonable price,4,0.26,4,0,0
"shopping_mall,clothing_store,store",bokitta,4,0.37,4,0,0
"shopping_mall,clothing_store,store",trendy designs,3,0.27,3,0,0
"shopping_mall,clothing_store,store",bit pushy,3,0.27,3,0,0
"hindu_temple,tourist_attraction,place_of_worship",singapore,20,0.22,17,0,3
"hindu_temple,tourist_attraction,place_of_worship",ganesha,16,0.28,16,0,0
"hindu_temple,tourist_attraction,place_of_worship",hindu,12,0.27,11,0,1
"hindu_temple,tourist_attraction,place_of_worship",’ s,7,0.19,6,0,1
"hindu_temple,tourist_attraction,place_of_worship",sri sivan,7,0.16,7,0,0
"hindu_temple,tourist_attraction,place_of_worship",'s birthday,6,0.27,6,0,0
"hindu_temple,tourist_attraction,place_of_worship",krishna,6,0.31,6,0,0
"hindu_temple,tourist_attraction,place_of_worship",hindu endowments,5,0.15,5,0,0
"hindu_temple,tourist_attraction,place_of_worship",orchard,5,0.16,5,0,0
"hindu_temple,tourist_attraction,place_of_worship",chinatown,4,0.2,4,0,0
movie_theater,’ s,25,0.19,19,0,6
movie_theater,golden village,23,0.28,19,0,4
movie_theater,imax,19,0.29,19,0,0
movie_theater,gold class,16,0.21,12,0,4
movie_theater,singapore,14,0.3,12,0,2
movie_theater,gv,14,0.2,7,0,7
movie_theater,overall,11,0.22,10,0,1
movie_theater,donkey,10,0.26,9,0,1
movie_theater,kitty,10,0.26,9,0,1
movie_theater,shrek,10,0.34,10,0,0
"bar,store,restaurant,food",merlion,3,0.33,3,0,0
"bar,store,restaurant,food",yakiniku beef,2,0.21,2,0,0
"bar,store,restaurant,food",bistro aseana,2,0.21,2,0,0
"bar,store,restaurant,food",ice cream desserts,2,0.21,2,0,0
"bar,store,restaurant,food",tiger prawn,2,0.21,2,0,0
"bar,store,restaurant,food",shell scallop aglio olio,2,0.21,2,0,0
"bar,store,restaurant,food",tabasco,2,0.21,2,0,0
"bar,store,restaurant,food",review,2,0.21,2,0,0
"bar,store,restaurant,food",google,2,0.21,2,0,0
"bar,store,restaurant,food",two-mouthful beef,2,0.21,2,0,0
"bakery,meal_takeaway,restaurant,food,store",’ s,6,0.01,3,3,0
"bakery,meal_takeaway,restaurant,food,store",have,3,0.55,3,0,0
"bakery,meal_takeaway,restaurant,food,store",staff,3,0.33,2,0,1
"bakery,meal_takeaway,restaurant,food,store",wisma atria,2,0.59,2,0,0
"bakery,meal_takeaway,restaurant,food,store",went,2,0.25,2,0,0
"bakery,meal_takeaway,restaurant,food,store",bought,2,0.12,1,1,0
"bakery,meal_takeaway,restaurant,food,store",yogurt cubes,2,0.44,2,0,0
"bakery,meal_takeaway,restaurant,food,store",got,2,0.42,2,0,0
"bakery,meal_takeaway,restaurant,food,store",fudgy brownies,2,0.38,2,0,0
"bakery,meal_takeaway,restaurant,food,store",delivery service,2,0.07,0,0,2
"meal_takeaway,store,restaurant,food",staff,3,0.44,2,0,1
"meal_takeaway,store,restaurant,food",great experience,2,0.39,2,0,0
"meal_takeaway,store,restaurant,food",pm,2,0.2,2,0,0
"meal_takeaway,store,restaurant,food",’ s,2,0.27,2,0,0
"meal_takeaway,store,restaurant,food",thank,2,0.27,2,0,0
"meal_takeaway,store,restaurant,food",definitely,2,0.34,2,0,0
"meal_takeaway,store,restaurant,food",great coffee,2,0.43,2,0,0
"meal_takeaway,store,restaurant,food",brill,1,0.25,1,0,0
"meal_takeaway,store,restaurant,food",cafe 🟩,1,0.25,1,0,0
"meal_takeaway,store,restaurant,food",bukit timah,1,0.25,1,0,0
"bakery,storage,supermarket,grocery_or_supermarket,food,store",tanglin,4,0.23,4,0,0
"bakery,storage,supermarket,grocery_or_supermarket,food,store",cold storage,2,0.29,2,0,0
"bakery,storage,supermarket,grocery_or_supermarket,food,store",cs,2,0.17,2,0,0
"bakery,storage,supermarket,grocery_or_supermarket,food,store",bread deli section * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 🟨cs,1,0.18,1,0,0
"bakery,storage,supermarket,grocery_or_supermarket,food,store",cold storage supermkt,1,0.18,1,0,0
"bakery,storage,supermarket,grocery_or_supermarket,food,store",road 🟦 #,1,0.18,1,0,0
"bakery,storage,supermarket,grocery_or_supermarket,food,store",b1-101/102/103/104 tanglin,1,0.18,1,0,0
"bakery,storage,supermarket,grocery_or_supermarket,food,store",singapore,1,0.18,1,0,0
"bakery,storage,supermarket,grocery_or_supermarket,food,store",bread lady,1,0.18,1,0,0
"bakery,storage,supermarket,grocery_or_supermarket,food,store",roti counter,1,0.18,1,0,0
"meal_takeaway,restaurant,store,food",mala gyoza,4,0.17,3,0,1
"meal_takeaway,restaurant,store,food",’ s,4,0.07,2,0,2
"meal_takeaway,restaurant,store,food",pandan cake,3,0.32,3,0,0
"meal_takeaway,restaurant,store,food",singapore,3,0.29,3,0,0
"meal_takeaway,restaurant,store,food",gyoza-san,3,0.32,3,0,0
"meal_takeaway,restaurant,store,food",dulcet,2,0.32,2,0,0
"meal_takeaway,restaurant,store,food",ngee ann,2,0.32,2,0,0
"meal_takeaway,restaurant,store,food",pandan chiffon cake,2,0.45,2,0,0
"meal_takeaway,restaurant,store,food",international flavors,2,0.13,2,0,0
"meal_takeaway,restaurant,store,food",mala,2,0.15,2,0,0
"art_gallery,tourist_attraction",art,3,0.37,3,0,0
"art_gallery,tourist_attraction",raffles,3,0.33,3,0,0
"art_gallery,tourist_attraction",ode,2,0.37,2,0,0
"art_gallery,tourist_attraction",cdl,2,0.38,2,0,0
"art_gallery,tourist_attraction",really,2,0.25,2,0,0
"art_gallery,tourist_attraction",gallery 🟢,1,0.37,1,0,0
"art_gallery,tourist_attraction",bridge rd,1,0.37,1,0,0
"art_gallery,tourist_attraction",# 01-36e/ f,1,0.37,1,0,0
"art_gallery,tourist_attraction",city shopping,1,0.37,1,0,0
"art_gallery,tourist_attraction",centre singapore,1,0.37,1,0,0
"shopping_mall,cafe,health,grocery_or_supermarket,restaurant,food,store",immediate needs,2,0.26,2,0,0
"shopping_mall,cafe,health,grocery_or_supermarket,restaurant,food,store",been,1,0.19,1,0,0
"shopping_mall,cafe,health,grocery_or_supermarket,restaurant,food,store",myvillage,1,0.19,1,0,0
"shopping_mall,cafe,health,grocery_or_supermarket,restaurant,food,store",nice,1,0.19,1,0,0
"shopping_mall,cafe,health,grocery_or_supermarket,restaurant,food,store",toilets,1,0.19,1,0,0
"shopping_mall,cafe,health,grocery_or_supermarket,restaurant,food,store",lovely roof-top,1,0.19,1,0,0
"shopping_mall,cafe,health,grocery_or_supermarket,restaurant,food,store",wooden deck garden,1,0.19,1,0,0
"shopping_mall,cafe,health,grocery_or_supermarket,restaurant,food,store",basic amenities,1,0.19,1,0,0
"shopping_mall,cafe,health,grocery_or_supermarket,restaurant,food,store",ntuc,1,0.19,1,0,0
"shopping_mall,cafe,health,grocery_or_supermarket,restaurant,food,store",supermarket +,1,0.19,1,0,0
